SENTENCE	support_academic	support_moral	support_tech	support_data	support_library	support_finance	support_religious	support_unknown	sentiment_very_pos	sentiment_some_pos	sentiment_neutral
I would also like to gratefully acknowledge Eugene Garfield Doctoral Dissertation Fellowship from Beta Phi Mu which has assisted my work on the dissertation.	1	0	0	0	0	0	0	0	0	1	0
Your dedication to, and love of the library profession inspired me to cross the finish line.	0	0	0	0	0	0	0	1	1	0	0
In my case, this applied to my doctoral studies.	0	0	0	0	0	0	0	1	0	0	1
He accomplished that goal very well.	0	0	0	0	0	0	0	1	0	1	0
To Larissa Watkins, my dear mentor and friend.	1	0	0	0	0	0	0	0	0	1	0
Professor Milner generously agreed to act as principal supervisor, despite slender evidence of any research capabilities on my part.	1	0	0	0	0	0	0	0	1	0	0
To Ms. Becky Knight, I greatly appreciate your comradery as part of a fantastic cohort of sojourners.	1	0	0	0	0	0	0	0	1	0	0
First and foremost, I am incredibly grateful for my parents', family members', and friends' love, understanding, and food.	0	1	0	0	0	0	0	0	1	0	0
I would like to thank my committee members, Dr. G. David Andersen, Dr. Eric B. Dent, and Dr. Deborah M. Wharff for their assistance with this dissertation.	1	0	0	0	0	0	0	0	0	1	0
I feel that a special note of thanks is due to Carolyn Watters for her assistance and her critical appreciation.	1	0	0	0	0	0	0	0	0	1	0
I am expecially indebted to the paraprofessional librarians who gave so generously and helpfully their time in answering the mail questionnaire.	0	0	0	1	0	0	0	0	1	0	0
I would first like to thank my advisor, Matt Weber, who guided me through all stages of graduate school with an exceptional balance of intellectual direction and the freedom to let me find my own way.	1	0	0	0	0	0	0	0	1	0	0
Thank you to the faculty at SLIS, the AERI community, and my fellow doctoral students at Simmons for moral support and engaging discussions: shout-outs to Eliot Wilczek, Heather Soyka, and Katherine Ruffin.	0	1	0	0	0	0	0	0	0	1	0
Like the history of the American Association of School Librarians, my debt of gratitude extends back in time.	0	0	0	0	0	0	0	1	0	1	0
Jan Conover and Addie Tallau, reference librarians and personal friends, participated in early experiments with ways of gathering data for this study.	0	0	0	1	0	0	0	0	0	0	1
Thank you for the insightful conversations.	0	0	0	0	0	0	0	1	0	1	0
I would like to acknowledge Dr. Marla Berg, my mentor, throughout the last year plus while I worked on this dissertation.	1	0	0	0	0	0	0	0	0	1	0
I would like to extend a heartfelt thank you to each and every member of the 2011 cohort, for sharing this incredible journey that will forever be a resource for reflection and growth.	0	1	0	0	0	0	0	0	1	0	0
For this reason I simply express to you both my utmost gratitude and appreciation for your help, guidance, support, and faith during my quest for knowledge here at Long Island University.	0	0	0	0	0	0	0	1	1	0	0
Also, special thanks to Barbara Bender for giving me such v	0	0	0	0	0	0	0	1	0	1	0
Finally, the writer wishes to acknowledge her gratitude and deep appreciation to her parents for their encouragement, to Mr. Lawrence Gulliford and Dr. W. P. McCann for their inspiration, and to her husband, Jaye, for his confidence and consideration.	0	1	0	0	0	0	0	0	0	1	0
To my advisor, Professor Terry Belanger, I owe partic­ ular thanks for first suggesting this topic to me in early 1973; his growing knowledge of the American Type Founders collection at Columbia served as my guide in the following years.	1	0	0	0	0	0	0	0	0	1	0
The researcher also wishes to acknowledge the inspiration for this dissertation which came in part from Fr. Jerry at St. Pius X who told all of us last summer to œ	1	0	0	0	0	0	0	0	0	1	0
Thank you for your undying love and support and your constant words of wisdom when I doubted myself.	0	1	0	0	0	0	0	0	1	0	0
A special note of appreciation is expressed to F. Wilfrid Lancaster without whose guidance, encouragement and counsel the study could not have been done.	1	0	0	0	0	0	0	0	0	1	0
No author”at least no doctoral student” successfully writes on her own.	0	0	0	0	0	0	0	1	0	0	1
Special thanks go to Dr. Herbert Handley, Mississippi State University, who so willingly and capably gave guidance and assistance.	1	0	0	0	0	0	0	0	1	0	0
In particular, thank you to Sean, Jeff, Micah, Glenn, William, Mark, Adam, Tyler, JD, Kevin, Glenys and Cathy.	0	1	0	0	0	0	0	0	0	1	0
His insistence that I produce to the best of my ability has brought an unexpected degree of satisfaction from the completed task.	0	0	0	0	0	0	0	1	0	1	0
First, my deepest appreciation goes to Dr. Daniel O'Connor, the chair of this dissertation.	1	0	0	0	0	0	0	0	0	1	0
The interlibrary loan network of CLIC/MINITEX was very helpful in obtaining source materials.	0	0	0	1	0	0	0	0	0	1	0
As a non-traditional student, I present my own unique set of management challenges.	0	0	0	0	0	0	0	1	0	0	1
Yes, you earned it.	0	0	0	0	0	0	0	1	0	1	0
I am also ‘''- indebted to Dr. Len Schubert for his carefu®'r	0	0	0	0	0	0	0	1	0	0	1
Special recognition and appreciation is given to Dr. Lawrence Schlack, Director of Project Leader 12, and Dr. William Keiffer, Assistant Director of Project Leader 12, for their assistance in obtaining permission from the local school districts for conducting the study and in obtaining data; and the members of the Subcommittee on Professional Resources for Administrators and Teachers— Dr. K. Dickie, Ms. Lee Jameson, and Ms. Marilyn Gosling.	0	0	0	1	0	0	0	0	0	1	0
They not only provided many solutions to bibliographical puzzles in the Fine Arts and Belles Lettres, but also read the various versions and proof-read the final copy.	0	0	1	0	0	0	0	0	0	0	1
Your courage and perseverance in achieving your goals motivated me to do my best.	0	0	0	0	0	0	0	1	0	1	0
I would like to acknowledge and thank my parents, Juan S. and Deborah D. Lucero, for their support.	0	1	0	0	0	0	0	0	0	1	0
The author is also deeply appreciative of the time and expertise given by the members of the panel in the refinement of the data collection instruments used in this study, and to the principals, media specialists, teachers, and students who participated in the pilot study phase of the project and in the state-wide survey.	0	0	0	1	0	0	0	0	0	1	0
I want to thank my family for all their love and support that provided me with the courage necessary to obtain my PhD.	0	1	0	0	0	0	0	0	0	1	0
Writing this dissertation left me wanting for more time, more space.	0	0	0	0	0	0	0	1	0	0	1
Thank you for your friendship, mentorship, and fierce commitment to my doctoral journey.	0	0	0	0	0	0	0	1	0	1	0
Special thanks go to Dr. Earl V. Pullias for his encouragement.	1	0	0	0	0	0	0	0	0	1	0
I want to thank my husband, Randy, your love, support, encouragement, prayers, and unwavering patience gave me strength to keep moving forward.	0	1	0	0	0	0	0	0	1	0	0
Thank you for being my person.	0	0	0	0	0	0	0	1	0	1	0
And thanks go to Dr. Emma Annette Wilson for her continuous enthusiasm, sincerity, and thoughtfulness regarding my research.	1	0	0	0	0	0	0	0	0	1	0
Most especially, I'd like to thank my parents, Carl and Kim Held, and my in-laws, Rich and Lois Rawson.	0	1	0	0	0	0	0	0	0	1	0
I greatly appreciate the words of advice and encouragement as this process has taken place.	0	0	0	0	0	0	0	1	1	0	0
Thank you to Lisa German and her staff (Jaime Jamison, Amber Hatch, James Devoss, and Bob Alan) for providing access to data and attending countless meetings to help me unravel the complexity in electronic resources.	0	0	0	1	0	0	0	0	0	1	0
I have a lot of people to thank for helping me get to this point.	0	0	0	0	0	0	0	1	0	1	0
My cohort in particular “ how lucky we are to have each other!	0	1	0	0	0	0	0	0	0	1	0
I extend a tremendous thank you to the library staff at Children's Medical Center for their patience in sharing many spreadsheets of data and their clarification of library events and timelines.	0	0	0	0	1	0	0	0	0	1	0
A dissertation cannot be completed without the guidance and support of the professional people respected and admired by the researcher.	1	0	0	0	0	0	0	0	0	0	1
She helped me and worked with me closely in all phases of this dissertation.	0	0	0	0	0	0	0	1	0	1	0
I would also like to thank Dr. Monica Garcia Brooks who has been a friend and mentor to me for many years.	1	0	0	0	0	0	0	0	0	1	0
Thank you to my parents, Tom and Patty, who have never failed to support my passions.	0	1	0	0	0	0	0	0	0	1	0
The seeds for this dissertation were planted decades ago when my fascination with media evolved from an obsession with weekly newspaper comics and television reviews, to an appointment as editor-in-chief of my high school newspaper, to my professional experience in a TV newsroom.	0	0	0	0	0	0	0	1	0	0	1
Sandra, thank you for your time, your compassion, your guidance, and most of all, your friendship.	0	1	0	0	0	0	0	0	0	1	0
Thank you to the Sunshine Cohort and other colleagues in the PhD program for sharing their insights, strategies, and friendship.	1	0	0	0	0	0	0	0	0	1	0
My life has been greatly enriched by scores o f wonderful people who supported me throughout my doctoral journey.	0	0	0	0	0	0	0	1	1	0	0
To the librarians who participated and those who did not”thank you for lighting and leading the way through ignorance.	0	0	0	0	1	0	0	0	0	1	0
Thank you for allowing me to do that.	0	0	0	0	0	0	0	1	0	1	0
I extend my sincere thanks to: Kendra Albright, Jennifer Arns, Charles Curran, Sam Hastings, Jennifer Marshall, Heather Moorefield-Lang, Travis Wagner, the late Bob Williams; my fellow doctoral students, and all faculty and staff at SLIS.	1	0	0	0	0	0	0	0	0	1	0
Thank you to my friends for staying by my side even while I disappeared to complete my degree.	0	1	0	0	0	0	0	0	0	1	0
Sincere appreciation is extended to Dr. Don C. Patton, doctoral committee chairman, for his patience, for sharing his expertise and experience, and for his constant encouragement.	1	0	0	0	0	0	0	0	1	0	0
To my mother, Helena V. Hale, and sisters, Marion and Loretta, for their selflessness and unending support.	0	1	0	0	0	0	0	0	1	0	0
I also want to thank my other advisor, Mr. Walter Allen, and the other members of my final committee, Dr. James Divilbiss and Dr. Lucille Wert, for their guidance.	1	0	0	0	0	0	0	0	0	1	0
You have provided the guidance, support, and room to learn that I have needed in order to survive and succeed.	0	0	0	0	0	0	0	1	0	1	0
Thank you for helping me find my true path and for the opportunities you've provided.	0	0	0	0	0	0	0	1	0	1	0
The suggestions made by the other members of the defense committee, Professors Phyllis Dain, Lowell Martin, and Ray Trautman, were valuable, and I appreciate their kind support.	1	0	0	0	0	0	0	0	0	1	0
I love you all so much.	0	0	0	0	0	0	0	1	1	0	0
Yang for their significant support in the focus group interview.	0	0	1	0	0	0	0	0	0	1	0
My many thanks go to my committee, Dr. Sam Hastings, Dr. Paul Solomon, and Dr. Lee Walker, as well.	1	0	0	0	0	0	0	0	0	1	0
Most importantly, I wish to thank my son Nick, who passed away last year.	0	1	0	0	0	0	0	0	0	1	0
A particularly special thank you I reserve for Dr. ; i Francis X. Moakley, who gave me the confidence to pursue andi persevere, who gave me the opportunity to take that extra iii	1	0	0	0	0	0	0	0	0	1	0
To Dr. Heather Nebesniak who has been on this journey with me longer than any other colleague.	1	0	0	0	0	0	0	0	0	1	0
The researcher is especial- ly grateful to Professor Rolland E. Stevens, who as her advisor for most of the project was always supportive and understanding.	1	0	0	0	0	0	0	0	0	1	0
For this I must thank Craig Conover, Peter Borchard, Chuck McClure, Greg Andriati, Richard Weaver and Dennis Leeper.	0	0	0	0	0	0	0	1	0	1	0
I would also like to express my special thanks to the following members of staff - at Chalmers University of Technology Library: Ulla Agdell-Lundberg, Kerstin Ahlqvist, Hjordis Blomgren, Viveka Fjallbrant, Anna-Stina Gyllencreutz, Sven Gothede, Karin Hessel, Birgit Jacobsson, David Jonsson, Brita Sjo- strand, Erik Thid, Berit Wallgren, Erland Wingden, at Chalmers University of Technologi: Bengt Erik Bengtsson, Ake 01sson, Arne Palmgren, Jan Wallinder at Gothenburg University Library: Gunnel Edstrom, Rutger Irgens, Gosta Ottervik, Inger Westberg, at the Swedish College of Librarianship, Boras: Kajsa Hellstrom, Ulla Reimer-Jonsson,	1	0	0	0	0	0	0	0	0	1	0
J,te de Montreal, whose suf>er- 1 vision and consideration made this thesis possible.	1	0	0	0	0	0	0	0	0	1	0
1give a special thanks to Ross Harvey for his mentorship, candor, and thoughtfulness throughout this project and my time at Simmons.	1	0	0	0	0	0	0	0	0	1	0
Without his constant encouragement and help, my efforts to finish the work might not have succeeded.	0	0	0	0	0	0	0	1	0	1	0
Appreciation is expressed to the members of my doctoral committee: my chairman, Dr. Uldis Smidchens, for overseeing my program; Dr. Kenneth Dickie, who gave generously of his time and provided advice and assistance; and Dr. Laurel Grotzinger, for her guidance and encouragement.	1	0	0	0	0	0	0	0	0	1	0
I would like to express my sincere gratitude to my Committee Chair, Michael Albers, as well as to the other individuals serving on my committee: Michelle F. Eble, Dan Harrington, and Donna Kain.	1	0	0	0	0	0	0	0	0	1	0
It was a great privilege and honor to have such an inspiring and caring advisor.	1	0	0	0	0	0	0	0	1	0	0
I also wish to express my appreciation to my beloved friends, Captain Supattraphorn Kullapa, Dr. Wachiraporn Klungthanaboon, Mrs. Wilaiwan Rattanapan, and the late Miss Atchariya Kongsom, for their support and encouragement.	0	1	0	0	0	0	0	0	0	1	0
You continually helped me improve my writing skills even though information literacy was not your favorite subject.	0	0	0	0	0	0	0	1	0	1	0
In particular I could not have finished this great undertaking without the unwavering and enthusiastic support from my thesis advisor, Debra Hansen.	1	0	0	0	0	0	0	0	1	0	0
Exploring disparities in accessing information by race often leads to difficult yet engaging conversations.	0	0	0	0	0	0	0	1	0	0	1
This study could not have been completed without the help of many people.	0	0	0	0	0	0	0	1	0	1	0
First I must give all honor and praise to the Most High God.	0	0	0	0	0	0	1	0	0	1	0
I also thank Dr. Eko Nugroho, Trini Haryanti and Lis Setyawati who managed to collect the questionnaires and scanned all the materials I needed.	0	0	1	0	0	0	0	0	0	1	0
Thank you to my wonderful family who have always provided me with love and a good laugh: Jim and Gail; Katie, Tim, Emma, Oliver, and Elliot; Jimmy and Sacha; Lee and Tony; Atticus, Harriet, and Winston; and Miles and Hester.	0	1	0	0	0	0	0	0	0	1	0
Thanks to Dr. Minjie Chen for the valuable suggestions on my research.	1	0	0	0	0	0	0	0	0	1	0
I would like to express my gratitude to those dear to me for their encouragement and support during this journey (Donna, Duncan, Jane, Jeviah, Lawrence, Linda, Michael, Ruth, Shavonne, Tilda and Valerie).	0	1	0	0	0	0	0	0	0	1	0
In addition to serving on my committee, I had the pleasure of working with Dean Bushong throughout my time at BGSU.	1	0	0	0	0	0	0	0	0	1	0
Without it, this intellectual journey would not be possible.	0	0	0	0	0	0	0	1	0	0	1
Dr. Vikki S. Katz advised my dissertation work, and was committed to see me achieve substantive analytical and critical thinking skills.	1	0	0	0	0	0	0	0	0	0	1
She generously met an unknown doctoral student for breakfast and then has continued to be a sounding board and source of encouragement.	1	0	0	0	0	0	0	0	0	1	0
I want especially to acknowledge my chair, Dr. Morris Bidjerano, whose support, help, and guidance proved to be invaluable throughout the dissertation process.	1	0	0	0	0	0	0	0	0	1	0
I want to thank many people, without whom it would have been impossible for me to finish this dissertation.	0	0	0	0	0	0	0	1	0	1	0
Jon, thank you for	0	0	0	0	0	0	0	1	0	0	1
I also thank the librarians at the Monrovia Public Library, who initially inspired my interest in Library Science and provided me with several delightful years of volunteer experience in the library setting.	0	0	0	0	1	0	0	0	0	1	0
My dissertation is far from my individual struggle to answer scholarly inquiries; rather it is the fruit of a collective endeavor.	0	0	0	0	0	0	0	1	0	1	0
Also, I was able to truly share in the bounty of my doctoral committee members.	0	0	0	0	0	0	0	1	0	1	0
I also would like to thank my committee members, Dr. Oksana Zavalina and Dr. Daniel Alemneh, who have given me advice and feedback, enabling me to finalize this work.	1	0	0	0	0	0	0	0	0	1	0
I would also like to thank my colleagues, Jonathan Hollister, Jisue Lee, Jinxuan Ma, Lisandra R. Carmichael and Nicole Alemanne for their intimate and supportive talks.	1	0	0	0	0	0	0	0	0	1	0
I am truly thankful to my dissertation committee members: Dr. Dick Kawooya, Dr. Patricia E. Feehan, and Dr. Lana A. Burgess for their critical advice and instrumental assistance in this process.	1	0	0	0	0	0	0	0	0	1	0
To Lynn Swartz Dodd, for pointing me toward Information Studies, and Bruce Zuckerman for providing me opportunities when I needed them most.	1	0	0	0	0	0	0	0	0	1	0
I know this dissertation wouldn't have come to fruition without you.	0	0	0	0	0	0	0	1	0	1	0
I am also grateful to Helen Adams whose insights into intellectual freedom have helped me to consider the broader implications of intellectual freedom for students and school librarians.	1	0	0	0	0	0	0	0	0	1	0
The pride I take in this thesis is due in large part to hia.	0	0	0	0	0	0	0	1	0	1	0
Thank you also to those people whose names I have not mentioned, but have helped me academically, morally, financially, and so on; you know who you are	0	0	0	0	0	0	0	1	0	1	0
(I know, Claire you are reading this to find your name!)	0	0	0	0	0	0	0	1	0	1	0
To Asako Kinase-Leggett, thank you for keeping me balanced, helping me to feel at home away from home at your parents' house, and for always being willing to patiently serve as my sounding board.	0	1	0	0	0	0	0	0	0	1	0
All my colleagues, advisors, peers and mentors will forgive me if I place above them one person to whom I owe the most.	1	0	0	0	0	0	0	0	0	1	0
I wish to acknowledge several people and entities without whom this project would not have been completed.	0	0	0	0	0	0	0	1	0	1	0
Benjamin Weintraub was an invaluable sounding board, especially during the time when my plans were first taking shape.	1	0	0	0	0	0	0	0	0	1	0
Thank you to Dr. Sawilowsky, Dr. Addonizio and Dr. Piliawsky for serving on my committee.	1	0	0	0	0	0	0	0	0	1	0
Dr. Wazut-Barrett, not many females have made the study of Freemasonry into a career, but I'm glad to have joined you in that tiny club.	1	0	0	0	0	0	0	0	0	1	0
I am thankful for mentors when I started in the program, including Professor Emerita Carol Kuhlthau, Professor Â Dan Â O'Connor, Â and Â Professor Marie Radford.	1	0	0	0	0	0	0	0	0	1	0
Dr. Garland your experience provided helpful insights into libraries and higher education.	1	0	0	0	0	0	0	0	0	1	0
Pursuing a Ph.D. is a significant undertaking, made even more so by working full time.	0	0	0	0	0	0	0	1	0	0	1
It is my pleasure to acknowledge those individuals who guided, assisted, and encouraged me during this long academic endeavor.	0	0	0	0	0	0	0	1	0	1	0
Our conversations together revealed a side of educational leadership through the librarianship that will forever change my outlook on what it means to truly have a teaching and learning community at a school.	1	0	0	0	0	0	0	0	0	1	0
I also would like to acknowledge each of the participants in this study, and most especially the librarians.	0	0	0	0	1	0	0	0	0	1	0
Every night I worked on my dissertation, I would read the plaque you gave me, œDon't Quit.	0	0	0	0	0	0	0	1	0	1	0
In bringing this di.ssertation to completion I wish to thank all those who helped me.	0	0	0	0	0	0	0	1	0	1	0
