year	sentence
1957	A special word of thanks is also due certain individuals�Miss Josie B. Houchens and Miss Marilyn Satterlee in Urbana; Mrs. Elizabeth O. Burke, Miss Helen Hagan, and Miss Pauline Odum in Atlanta; and the writer's father and sisters In Sogers.
1957	They have all jhelped at various stages and in many different ways.
1957	The writer wiac.es to express his latitude to the people wno aaUe iaie study poselble.
1957	In particular, he wishes to express hia deep appreciation 1c Alice A. rotter.
1957	Librarian, Beatrice Junior High School anc Puth 7.
1957	Morah.
1957	Librarian, Beatrice Senior High School for their constructive criticism, suggestions, and uneelflah aid in developing the preliminary drafta of the School Library Evaluative tfriestlonnelre (See Appendix C) uaed aa a bad a fcr thla study.
1957	Special gratitude la due, too, to Or.
1957	Salon Saylor, whoee profeeelonal guidance and counsel wee a major factor in bringing thla etudy Into being.
1957	Hla constructive advice and timely critic!am helped immeasurably In the development of the study from its begin* sing until It was finally completed.
1957	To the American Library Association, the erlter eves saaeh.
1957	Their permission to use A Planning Quids fbr the Sigh School Library Program, by Frances Henne, Suth Srsted and Alice Lohrar (246»i-xili, 1-lAO) as a base fbr the questionnaire and comprehensive cheek fbr material pertaining to the school library program , placed the study on a firm foundation and made the problem sairh simpler to evaluate.
1957	Finally, the author wishes to express his indebtedness to his wife, SarJcrie, whose help in preparing the mamscript has been in­ valuable.
1957	The writer wishes to acknowledge her indebtedness to Dr. John C. Hutchinson, Jr., Mr. Joseph W. Rendell, Dr. Alton B. OfBrien, and Dr. Lenore Vaughn-Eames for their invaluable assistance in the preparation of this project: Dr. Hutchinson, for his suggestions and supervision; Mr. Rendell, for his aid in locating information; Dr. 0*Brien and Dr. Vaughn-Eames for their guidance during the Thesis Seminar.
1957	I would also like to thank my husband, Nathan Kabot, and three children, Steven, Gary, and Marlene for their cooperation and encouragement during the development of this project.
1957	' 2Jo dissertation is ever completed without the encouragement, inspiration i !and helpfulness of many people, family, teachers, professional associates, friends, jand neighbors* This writer wishes to thank all those who by their thoughtfulness land their pationce, their steadfast belief that what seemed at times impossible could be done, their cheerful words when such were needed, helped her to accom- plish her goal.
1957	i ; To Dr. Rose B. Phelps, Professor of Library Scienco, the writer wishes to ;express her deepest gratitude for her wise counsel and professional stimulation.
1957	i With painstaking care Dr. Phelps read each draft of the manuscript and gave many : i suggestions for its improvement.
1957	Over the years, her patience and cooperation have been essential factors to the completion of thp study.
1957	Professor L. C* Pigage of the College of Engineering was cost helpful in reading the first draft of the thesis and in discussing with the writer the personnel aspects of this research.
1957	AppreciationisextendedtoDr.RobertB.Downs,Dr.ThelmaEaton,and Dr. Harold Lancour for reading the manuscript and contributing their advice.
1957	j !
1957	There are no words that can fully express my gratitude to my parents who i' ; Jwerebulwarksofstrengthandencouragementandforwhomthisthesisisinfact j !
1957	*' I written.
1957	> i j During the past year a few people have had to suffer the word by word j , development of this manuscript.
1957	The writer wishes to thank Bernita J. Davies for j the many long hours spent in reading and rereading paragraphs and in searching for; ' the right word; and both Bernita Davies and Esther Clausen for their patient i i ' forbearance during periods of frustration.
1957	i Sie writer acknowledges the cooperation of her staff and of the Director I of Libraries of the University of Florida without which this study could not have i   !
1957	i jbeenmade.
1957	AgrantfromTlieSouthernFellowsliipsFundenabledtheauthortocom- Iplete the dissertation.
1957	The author, however, and not The Southern Fellowships .Fund, is wholly responsible for the statements made herein and for thoir publica- tion.
1958	ACKNOWLEDGEMENTS In the course of research and writing, many persons extended a helping hand to the writer.
1958	Grateful appreciation is expressed to the following: To my advisor, Dr. Thelma Eaton, for guidance and direction.
1958	To the advisory committee, Dr. Robert B. Downs, Dr. Rose B. Phelps, Dr. Burton Milligan and Dr. Frank H. Finch, for their careful reading of the manuscript and helpful criticisms.
1958	To Mr. Frederic G. Melcher, president of the R. R. Bowker Company, and his staff for the generous use of quarters and files in the office of Publishers Weekly.
1958	Mr. Melcher's intense interest in publishing history and his long association with publishers and booksellers proved most valuable in the search ����,..information.
1958	To the many professional librarians on the staff of State University Teachers College at Cortland, Mew York Public Library and the Library of Congress, and especially to Miss Kathleen G. Kavanaugh for direction of the Cortland library during my absences; to Miss Jean McNiece and Mr. Edward Morrison of the Manuscripts Division, New York Public Library, and to Mr. Frederick R. Goff, Rare Books Division of the Library of Congress.
1958	To my wife whose steadfast devotion and support has made this study possible, and whose typing of the manuscript was merely the last of many contributions.
1958	11 Robert R. Hertel
1958	The present writer wishes to thank the following persons for their assistance in the preparation of this dissertation: Mr. Howard H. Peckham, Mrs. Georgia Haugh.. and the stafff of the William L. Clements Library of Americana; Dr. Clifford K. Shipton, Mr. Clar­ ence S. Brigham, and Mrs. Mary Brown of the American Antiquarian Society; Dr. Stephen Riley of the M asachusetts H istorical Society; Miss Margaret Hackett of the Boston Athenaeum; Dr. Lawrence C. Wroth and Mrs. Dorothy N. Watts of the John Carter Brown Library of Americana; Miss Geraldine Beard, Mr. Sylvester Vigilante, Mr. Sylvan McHenry, Mr. Wilmer Leech, Mr. Robert C. Petrie, Mr. Louis H. Fox, and Miss E. Marie Becker of the New York Historical Society Library; Mrs. Maude O. Cole and Dr. Lewis Stark of the Rare Book Division, New York Public Library; and the librarians and heads of the rare-book divisions of the following libraries: The Boston Pub­ lic Library, The New York Society Library, The General Theological Seminary Library, The New York State Library, The American Philo­ sophical Society Library, The Library Company of Philadelphia, The ' Free Public Library of Philadelphia, The Harvard University Library, The Library of Congress, and the British Museum, as well as count­ less other librarians who assisted through correspondence.
